WELL_ID,VOL,CONC,RATE,SAND,CUM_FLUID,Interpreter
1004,18000.00,5,80,S,6904.761905,kjw
1004,18000.00,0,80,L,7333.333333,kjw
1004,0.00,0,0,L,7761.904762,kjw
1005,1000.00,0,15,L,0,kjw
1005,2000.00,0,15,L,23.80952381,kjw
1005,20000.00,0,100,L,71.42857143,kjw
1005,12000.00,0.25,100,A,547.6190476,kjw
1005,16000.00,0.5,100,A,833.3333333,kjw
1005,20000.00,0.75,100,A,1214.285714,kjw
1005,23000.00,1,100,A,1690.47619,kjw
1005,18000.00,1.5,100,A,2238.095238,kjw
1005,12000.00,2,100,A,2666.666667,kjw
1005,6000.00,0,100,L,2952.380952,kjw
1005,10000.00,0.25,100,S,3095.238095,kjw
1005,12000.00,0.5,100,S,3333.333333,kjw
1005,16000.00,0.75,100,S,3619.047619,kjw
1005,20000.00,1,100,S,4000,kjw
1005,16000.00,1.25,100,S,4476.190476,kjw
1005,6000.00,0.5,100,S,4857.142857,kjw
1005,10000.00,1.4,100,S,5000,kjw
1005,6000.00,0.5,100,S,5238.095238,kjw
1005,10000.00,1.6,100,S,5380.952381,kjw
1005,6000.00,0.5,100,S,5619.047619,kjw
1005,10000.00,1.75,100,S,5761.904762,kjw
1005,6000.00,0.5,100,S,6000,kjw
1005,10000.00,2,100,S,6142.857143,kjw
1005,8000.00,0.5,100,D,6380.952381,kjw
1005,10000.00,1,100,D,6571.428571,kjw
1005,14000.00,1.5,100,D,6809.52381,kjw
1005,12500.00,2,100,D,7142.857143,kjw
1005,15000.00,0,100,L,7440.47619,kjw
1005,0.00,0,0,L,7797.619048,kjw
1006,1000.00,0,15,L,0,kjw
1006,1000.00,0,20,L,23.80952381,kjw
1006,30000.00,0,80,L,47.61904762,kjw
1006,20000.00,0.5,80,A,761.9047619,kjw
1006,18000.00,0.75,80,A,1238.095238,kjw
1006,15000.00,1.25,80,A,1666.666667,kjw
1006,36000.00,0.25,80,S,2023.809524,kjw
1006,30000.00,0.5,80,S,2880.952381,kjw
1006,25000.00,0.75,80,S,3595.238095,kjw
1006,20000.00,1,80,S,4190.47619,kjw
1006,20000.00,1.25,80,S,4666.666667,kjw
1006,18000.00,1.5,80,S,5142.857143,kjw
1006,18000.00,2,80,S,5571.428571,kjw
1006,19000.00,2.5,80,S,6000,kjw
1006,19000.00,3,80,S,6452.380952,kjw
1006,19000.00,3.3,80,S,6904.761905,kjw
1006,19000.00,3.6,80,S,7357.142857,kjw
1006,19000.00,4,80,S,7809.52381,kjw
1006,16000.00,0,80,L,8261.904762,kjw
1006,0.00,0,0,L,8642.857143,kjw
1007,1000.00,0,15,L,0,kjw
1007,2000.00,0,15,L,23.80952381,kjw
1007,20000.00,0,100,L,71.42857143,kjw
1007,12000.00,0.25,100,A,547.6190476,kjw
1007,16000.00,0.5,100,A,833.3333333,kjw
1007,20000.00,0.75,100,A,1214.285714,kjw
1007,23000.00,1,100,A,1690.47619,kjw
1007,18000.00,1.5,100,A,2238.095238,kjw
1007,12000.00,2,100,A,2666.666667,kjw
1007,6000.00,0,100,L,2952.380952,kjw
1007,10000.00,0.25,100,S,3095.238095,kjw
1007,12000.00,0.5,100,S,3333.333333,kjw
1007,16000.00,0.75,100,S,3619.047619,kjw
1007,20000.00,1,100,S,4000,kjw
1007,16000.00,1.25,100,S,4476.190476,kjw
1007,6000.00,0.5,100,S,4857.142857,kjw
1007,10000.00,1.4,100,S,5000,kjw
1007,6000.00,0.5,100,S,5238.095238,kjw
1007,10000.00,1.6,100,S,5380.952381,kjw
1007,6000.00,0.5,100,S,5619.047619,kjw
1007,10000.00,1.75,100,S,5761.904762,kjw
1007,6000.00,0.5,100,S,6000,kjw
1007,10000.00,2,100,S,6142.857143,kjw
1007,8000.00,0.5,100,D,6380.952381,kjw
1007,10000.00,1,100,D,6571.428571,kjw
1007,14000.00,1.5,100,D,6809.52381,kjw
1007,12500.00,2,100,D,7142.857143,kjw
1007,15000.00,0,100,L,7440.47619,kjw
1007,0.00,0,0,L,7797.619048,kjw
1008,1000.00,0,15,L,0,kjw
1008,1000.00,0,20,L,23.80952381,kjw
1008,40000.00,0,80,L,47.61904762,kjw
1008,20000.00,0.5,80,A,1000,kjw
1008,20000.00,0.75,80,A,1476.190476,kjw
1008,20000.00,1.25,80,A,1952.380952,kjw
1008,20000.00,0.25,80,S,2428.571429,kjw
1008,25000.00,0.5,80,S,2904.761905,kjw
1008,25000.00,0.75,80,S,3500,kjw
1008,25000.00,1,80,S,4095.238095,kjw
1008,15000.00,1.25,80,S,4690.47619,kjw
1008,17500.00,1.5,80,S,5047.619048,kjw
1008,18000.00,2,80,S,5464.285714,kjw
1008,18000.00,2.5,80,S,5892.857143,kjw
1008,20000.00,3,80,S,6321.428571,kjw
1008,20000.00,3.5,80,S,6797.619048,kjw
1008,20000.00,4,80,S,7273.809524,kjw
1008,20000.00,4.5,80,S,7750,kjw
1008,20000.00,5,80,S,8226.190476,kjw
1008,20500.00,5.5,80,S,8702.380952,kjw
1008,16000.00,0,80,L,9190.47619,kjw
1008,0.00,0,0,L,9571.428571,kjw
1009,1000.00,0,15,L,0,kjw
1009,1000.00,0,20,L,23.80952381,kjw
1009,40000.00,0,80,L,47.61904762,kjw
1009,20000.00,0.5,80,A,1000,kjw
1009,20000.00,0.75,80,A,1476.190476,kjw
1009,20000.00,1.25,80,A,1952.380952,kjw
1009,20000.00,0.25,80,S,2428.571429,kjw
1009,25000.00,0.5,80,S,2904.761905,kjw
1009,25000.00,0.75,80,S,3500,kjw
1009,25000.00,1,80,S,4095.238095,kjw
1009,15000.00,1.25,80,S,4690.47619,kjw
1009,17500.00,1.5,80,S,5047.619048,kjw
1009,18000.00,2,80,S,5464.285714,kjw
1009,18000.00,2.5,80,S,5892.857143,kjw
1009,20000.00,3,80,S,6321.428571,kjw
1009,20000.00,3.5,80,S,6797.619048,kjw
1009,20000.00,4,80,S,7273.809524,kjw
1009,20000.00,4.5,80,S,7750,kjw
1009,20000.00,5,80,S,8226.190476,kjw
1009,20500.00,5.5,80,S,8702.380952,kjw
1009,16000.00,0,80,L,9190.47619,kjw
1009,0.00,0,0,L,9571.428571,kjw
1010,1000.00,0,15,L,0,kjw
1010,65000.00,0,100,L,23.80952381,kjw
1010,26000.00,0.25,100,A,1571.428571,kjw
1010,26500.00,0.5,100,A,2190.47619,kjw
1010,26500.00,0.75,100,A,2821.428571,kjw
1010,40000.00,0.25,100,S,3452.380952,kjw
1010,40000.00,0.5,100,S,4404.761905,kjw
1010,40000.00,0.75,100,S,5357.142857,kjw
1010,30000.00,1,100,S,6309.52381,kjw
1010,17000.00,1.25,100,S,7023.809524,kjw
1010,17000.00,1.5,100,S,7428.571429,kjw
1010,17000.00,2,100,S,7833.333333,kjw
1010,17000.00,2.5,100,S,8238.095238,kjw
1010,16000.00,3,100,S,8642.857143,kjw
1010,10890.87,0,100,L,9023.809524,kjw
1010,0.00,0,0,L,9283.115924,kjw
1011,1000.00,0,15,L,0,kjw
1011,500.00,0,20,L,23.80952381,kjw
1011,65000.00,0,100,L,35.71428571,kjw
1011,26000.00,0.25,100,A,1583.333333,kjw
1011,26500.00,0.5,100,A,2202.380952,kjw
1011,26500.00,0.75,100,A,2833.333333,kjw
1011,40000.00,0.25,100,S,3464.285714,kjw
1011,40000.00,0.5,100,S,4416.666667,kjw
1011,40000.00,0.75,100,S,5369.047619,kjw
1011,30000.00,1,100,S,6321.428571,kjw
1011,17000.00,1.25,100,S,7035.714286,kjw
1011,17000.00,1.5,100,S,7440.47619,kjw
1011,17000.00,2,100,S,7845.238095,kjw
1011,17000.00,2.5,100,S,8250,kjw
1011,16000.00,3,100,S,8654.761905,kjw
1011,8443.18,0,100,L,9035.714286,kjw
1011,0.00,0,0,L,9236.742286,kjw
1012,100.00,0,15,L,0,kjw
1012,250.00,0,20,L,2.380952381,kjw
1012,45000.00,0,80,L,8.333333333,kjw
1012,16000.00,0.5,80,A,1079.761905,kjw
1012,16000.00,0.75,80,A,1460.714286,kjw
1012,16000.00,1.25,80,A,1841.666667,kjw
1012,21000.00,0.5,80,F,2222.619048,kjw
1012,21000.00,0.75,80,F,2722.619048,kjw
1012,21000.00,1,80,F,3222.619048,kjw
1012,21000.00,1.25,80,F,3722.619048,kjw
1012,21000.00,1.5,80,F,4222.619048,kjw
1012,22000.00,2,80,F,4722.619048,kjw
1012,22000.00,2.5,80,F,5246.428571,kjw
1012,22000.00,3,80,F,5770.238095,kjw
1012,22000.00,3.5,80,F,6294.047619,kjw
1012,22000.00,4,80,F,6817.857143,kjw
1012,12842.59,0,80,L,7341.666667,kjw
1012,0.00,0,0,L,7647.442667,kjw
1013,100.00,0,15,L,0,kjw
1013,250.00,0,20,L,2.380952381,kjw
1013,45000.00,0,80,L,8.333333333,kjw
1013,16000.00,0.5,80,A,1079.761905,kjw
1013,16000.00,0.75,80,A,1460.714286,kjw
1013,16000.00,1.25,80,A,1841.666667,kjw
1013,21000.00,0.5,80,F,2222.619048,kjw
1013,21000.00,0.75,80,F,2722.619048,kjw
1013,21000.00,1,80,F,3222.619048,kjw
1013,21000.00,1.25,80,F,3722.619048,kjw
1013,21000.00,1.5,80,F,4222.619048,kjw
1013,22000.00,2,80,F,4722.619048,kjw
1013,22000.00,2.5,80,F,5246.428571,kjw
1013,22000.00,3,80,F,5770.238095,kjw
1013,22000.00,3.5,80,F,6294.047619,kjw
1013,22000.00,4,80,F,6817.857143,kjw
1013,12842.59,0,80,L,7341.666667,kjw
1013,0.00,0,0,L,7647.442667,kjw
1014,100.00,0,15,L,0,kjw
1014,250.00,0,20,L,2.380952381,kjw
1014,45000.00,0,80,L,8.333333333,kjw
1014,16000.00,0.5,80,A,1079.761905,kjw
1014,16000.00,0.75,80,A,1460.714286,kjw
1014,16000.00,1.25,80,A,1841.666667,kjw
1014,21000.00,0.5,80,F,2222.619048,kjw
1014,21000.00,0.75,80,F,2722.619048,kjw
1014,21000.00,1,80,F,3222.619048,kjw
1014,21000.00,1.25,80,F,3722.619048,kjw
1014,21000.00,1.5,80,F,4222.619048,kjw
1014,22000.00,2,80,F,4722.619048,kjw
1014,22000.00,2.5,80,F,5246.428571,kjw
1014,22000.00,3,80,F,5770.238095,kjw
1014,22000.00,3.5,80,F,6294.047619,kjw
1014,22000.00,4,80,F,6817.857143,kjw
1014,12842.59,0,80,L,7341.666667,kjw
1014,0.00,0,0,L,7647.442667,kjw
1015,1000.00,0,15,L,0,kjw
1015,500.00,0,20,L,23.80952381,kjw
1015,65000.00,0,80,L,35.71428571,kjw
1015,20000.00,0.5,80,A,1583.333333,kjw
1015,18000.00,0.75,80,A,2059.52381,kjw
1015,15000.00,1.25,80,A,2488.095238,kjw
1015,36000.00,0.25,80,S,2845.238095,kjw
1015,30000.00,0.5,80,S,3702.380952,kjw
1015,25000.00,0.75,80,S,4416.666667,kjw
1015,20000.00,1,80,S,5011.904762,kjw
1015,20000.00,1.25,80,S,5488.095238,kjw
1015,18000.00,1.5,80,S,5964.285714,kjw
1015,18000.00,2,80,S,6392.857143,kjw
1015,19000.00,2.5,80,S,6821.428571,kjw
1015,19000.00,3,80,S,7273.809524,kjw
1015,19000.00,3.3,80,S,7726.190476,kjw
1015,19000.00,3.6,80,S,8178.571429,kjw
1015,19000.00,4,80,S,8630.952381,kjw
1015,12842.59,0,80,L,9083.333333,kjw
1015,0.00,0,0,L,9389.109333,kjw
1016,1000.00,0,15,L,0,kjw
1016,500.00,0,20,L,23.80952381,kjw
1016,65000.00,0,80,L,35.71428571,kjw
1016,20000.00,0.5,80,A,1583.333333,kjw
1016,18000.00,0.75,80,A,2059.52381,kjw
1016,15000.00,1.25,80,A,2488.095238,kjw
1016,36000.00,0.25,80,S,2845.238095,kjw
1016,30000.00,0.5,80,S,3702.380952,kjw
1016,25000.00,0.75,80,S,4416.666667,kjw
1016,20000.00,1,80,S,5011.904762,kjw
1016,20000.00,1.25,80,S,5488.095238,kjw
1016,18000.00,1.5,80,S,5964.285714,kjw
1016,18000.00,2,80,S,6392.857143,kjw
1016,19000.00,2.5,80,S,6821.428571,kjw
1016,19000.00,3,80,S,7273.809524,kjw
1016,19000.00,3.3,80,S,7726.190476,kjw
1016,19000.00,3.6,80,S,8178.571429,kjw
1016,19000.00,4,80,S,8630.952381,kjw
1016,12842.59,0,80,L,9083.333333,kjw
1016,0.00,0,0,L,9389.109333,kjw
1017,1000.00,0,30,L,0,kjw
1017,2000.00,0,30,L,23.80952381,kjw
1017,50000.00,0,80,L,71.42857143,kjw
1017,12000.00,0.5,80,A,1261.904762,kjw
1017,15000.00,0.75,80,A,1547.619048,kjw
1017,19000.00,1,80,A,1904.761905,kjw
1017,21000.00,1.25,80,A,2357.142857,kjw
1017,25000.00,1.5,80,A,2857.142857,kjw
1017,8000.00,0,80,L,3452.380952,kjw
1017,10000.00,0.25,80,S,3642.857143,kjw
1017,16000.00,0.5,80,S,3880.952381,kjw
1017,17000.00,0.75,80,S,4261.904762,kjw
1017,18800.00,1,80,S,4666.666667,kjw
1017,6000.00,0.5,80,S,5114.285714,kjw
1017,19000.00,1.25,80,S,5257.142857,kjw
1017,6000.00,0.5,80,S,5709.52381,kjw
1017,18000.00,1.4,80,S,5852.380952,kjw
1017,6000.00,0.5,80,S,6280.952381,kjw
1017,20000.00,0.5,80,F,6423.809524,kjw
1017,31000.00,1,80,F,6900,kjw
1017,34000.00,1.5,80,F,7638.095238,kjw
1017,29000.00,2,80,F,8447.619048,kjw
1017,18766.65,0,50,L,9138.095238,kjw
1017,0.00,0,0,L,9584.920238,kjw
1018,1000.00,0,15,L,0,kjw
1018,2000.00,0,15,L,23.80952381,kjw
1018,18000.00,0,100,L,71.42857143,kjw
1018,8000.00,0.5,100,A,500,kjw
1018,14000.00,1,100,A,690.4761905,kjw
1018,16000.00,1.5,100,A,1023.809524,kjw
1018,14000.00,2,100,A,1404.761905,kjw
1018,12000.00,2.5,100,A,1738.095238,kjw
1018,6000.00,0,100,A,2023.809524,kjw
1018,10000.00,0.5,100,S,2166.666667,kjw
1018,12000.00,0.75,100,S,2404.761905,kjw
1018,12000.00,1,100,S,2690.47619,kjw
1018,14000.00,1.25,100,S,2976.190476,kjw
1018,6000.00,0.5,100,S,3309.52381,kjw
1018,18000.00,1.5,100,S,3452.380952,kjw
1018,6000.00,0.5,100,S,3880.952381,kjw
1018,18000.00,1.75,100,S,4023.809524,kjw
1018,6000.00,0.5,100,S,4452.380952,kjw
1018,14500.00,2,100,S,4595.238095,kjw
1018,6000.00,0.5,100,G,4940.47619,kjw
1018,13500.00,2,100,G,5083.333333,kjw
1018,6000.00,0.5,100,G,5404.761905,kjw
1018,12000.00,2.25,100,G,5547.619048,kjw
1018,10183.00,0,100,G,5833.333333,kjw
1018,0.00,0,0,L,6075.785714,kjw
1019,1000.00,0,15,L,0,kjw
1019,1000.00,0,20,L,23.80952381,kjw
1019,4000.00,0,20,L,47.61904762,kjw
1019,1000.00,0,20,L,142.8571429,kjw
1019,24000.00,0,100,L,166.6666667,kjw
1019,8000.00,0.25,100,A,738.0952381,kjw
1019,10000.00,0.5,100,A,928.5714286,kjw
1019,12000.00,1,100,A,1166.666667,kjw
1019,14000.00,1.5,100,A,1452.380952,kjw
1019,10000.00,2,100,A,1785.714286,kjw
1019,8000.00,2.5,100,A,2023.809524,kjw
1019,6000.00,0,100,L,2214.285714,kjw
1019,8000.00,0.25,100,S,2357.142857,kjw
1019,8000.00,0.5,100,S,2547.619048,kjw
1019,12000.00,0.75,100,S,2738.095238,kjw
1019,16000.00,1,100,S,3023.809524,kjw
1019,18000.00,1.25,100,S,3404.761905,kjw
1019,6000.00,0.5,100,S,3833.333333,kjw
1019,18000.00,1.5,100,S,3976.190476,kjw
1019,6000.00,0.5,100,S,4404.761905,kjw
1019,18000.00,1.75,100,S,4547.619048,kjw
1019,6000.00,0.5,100,S,4976.190476,kjw
1019,18000.00,2,100,S,5119.047619,kjw
1019,6000.00,0.5,100,S,5547.619048,kjw
1019,10000.00,0.5,100,G,5690.47619,kjw
1019,12000.00,1,100,G,5928.571429,kjw
1019,8000.00,0.5,100,G,6214.285714,kjw
1019,12000.00,1.5,100,G,6404.761905,kjw
1019,12000.00,1.75,100,G,6690.47619,kjw
1019,13830.00,0,100,L,6976.190476,kjw
1019,0.00,0,0,L,7305.47619,kjw
1020,1000.00,0,15,L,0,kjw
1020,1000.00,0,20,L,23.80952381,kjw
1020,4000.00,0,20,L,47.61904762,kjw
1020,1000.00,0,20,L,142.8571429,kjw
1020,24000.00,0,100,L,166.6666667,kjw
1020,8000.00,0.25,100,A,738.0952381,kjw
1020,10000.00,0.5,100,A,928.5714286,kjw
1020,10000.00,1,100,A,1166.666667,kjw
1020,12000.00,1.5,100,A,1404.761905,kjw
1020,10000.00,2,100,A,1690.47619,kjw
1020,10000.00,2.5,100,A,1928.571429,kjw
1020,6000.00,0,100,A,2166.666667,kjw
1020,7000.00,0.25,100,S,2309.52381,kjw
1020,7000.00,0.5,100,S,2476.190476,kjw
1020,7000.00,0.75,100,S,2642.857143,kjw
1020,14000.00,1,100,S,2809.52381,kjw
1020,19000.00,1.25,100,S,3142.857143,kjw
1020,6000.00,0.5,100,S,3595.238095,kjw
1020,19000.00,1.5,100,S,3738.095238,kjw
1020,6000.00,0.5,100,S,4190.47619,kjw
1020,19000.00,1.75,100,S,4333.333333,kjw
1020,6000.00,0.5,100,S,4785.714286,kjw
1020,19000.00,2,100,S,4928.571429,kjw
1020,6000.00,0.5,100,S,5380.952381,kjw
1020,14000.00,1,100,D,5523.809524,kjw
1020,8000.00,1.5,100,D,5857.142857,kjw
1020,8000.00,2,100,D,6047.619048,kjw
1020,8000.00,2.25,100,D,6238.095238,kjw
1020,17795.00,0,15,L,6428.571429,kjw
1020,0.00,0,0,L,6852.261905,kjw
1021,1000.00,0,20,L,0,kjw
1021,1000.00,0,20,L,23.80952381,kjw
1021,4000.00,0,20,L,47.61904762,kjw
1021,1000.00,0,100,L,142.8571429,kjw
1021,24000.00,0,100,L,166.6666667,kjw
1021,8000.00,0.25,100,A,738.0952381,kjw
1021,10000.00,0.5,100,A,928.5714286,kjw
1021,10000.00,1,100,A,1166.666667,kjw
1021,12000.00,1.5,100,A,1404.761905,kjw
1021,10000.00,2,100,A,1690.47619,kjw
1021,10000.00,2.5,100,A,1928.571429,kjw
1021,6000.00,0,100,L,2166.666667,kjw
1021,7000.00,0.25,100,S,2309.52381,kjw
1021,7000.00,0.5,100,S,2476.190476,kjw
1021,7000.00,0.75,100,S,2642.857143,kjw
1021,14000.00,1,100,S,2809.52381,kjw
1021,19000.00,1.25,100,S,3142.857143,kjw
1021,6000.00,0.5,100,S,3595.238095,kjw
1021,19000.00,1.5,100,S,3738.095238,kjw
1021,6000.00,0.5,100,S,4190.47619,kjw
1021,19000.00,1.75,100,S,4333.333333,kjw
1021,6000.00,0.5,100,S,4785.714286,kjw
1021,19000.00,2,100,S,4928.571429,kjw
1021,6000.00,0.5,100,S,5380.952381,kjw
1021,14000.00,1,100,D,5523.809524,kjw
1021,8000.00,1.5,100,D,5857.142857,kjw
1021,8000.00,2,100,D,6047.619048,kjw
1021,8000.00,2.25,100,D,6238.095238,kjw
1021,16810.00,0,100,L,6428.571429,kjw
1021,0.00,0,0,L,6828.809524,kjw
1022,4000.00,0,15,L,0,kjw
1022,2500.00,0,15,L,95.23809524,kjw
1022,10000.00,0,50,L,154.7619048,kjw
1022,2500.00,0,85,L,392.8571429,kjw
1022,30000.00,0,100,L,452.3809524,kjw
1022,12000.00,0.25,100,A,1166.666667,kjw
1022,12000.00,0.5,100,A,1452.380952,kjw
1022,18000.00,0.75,100,A,1738.095238,kjw
1022,18000.00,1,100,A,2166.666667,kjw
1022,18000.00,1.25,100,A,2595.238095,kjw
1022,18000.00,1.5,100,A,3023.809524,kjw
1022,15000.00,0,100,L,3452.380952,kjw
1022,12000.00,0.5,100,F,3809.52381,kjw
1022,14000.00,0.75,100,F,4095.238095,kjw
1022,16000.00,1,100,F,4428.571429,kjw
1022,8000.00,0.25,100,F,4809.52381,kjw
1022,16000.00,1,100,F,5000,kjw
1022,20000.00,1.25,100,F,5380.952381,kjw
1022,20000.00,1.5,100,F,5857.142857,kjw
1022,8000.00,0.25,100,F,6333.333333,kjw
1022,10000.00,1.5,100,F,6523.809524,kjw
1022,10000.00,1.75,100,F,6761.904762,kjw
1022,8000.00,2,100,F,7000,kjw
1022,8000.00,2.1,100,F,7190.47619,kjw
1022,6000.00,2.2,100,F,7380.952381,kjw
1022,5000.00,2.3,100,F,7523.809524,kjw
1022,5000.00,2.5,100,F,7642.857143,kjw
1022,17957.00,0,100,L,7761.904762,kjw
1022,0.00,0,0,L,8189.452381,kjw
1023,"1,000",0,15,L,0,kjw
1023,"2,000",0,15,L,23.80952381,kjw
1023,"20,000",0,100,L,71.42857143,kjw
1023,"8,000",0.25,100,A,547.6190476,kjw
1023,"10,000",0.5,100,A,738.0952381,kjw
1023,"12,000",1,100,A,976.1904762,kjw
1023,"14,000",1.5,100,A,1261.904762,kjw
1023,"10,000",2,100,A,1595.238095,kjw
1023,"8,000",2.5,100,A,1833.333333,kjw
1023,"6,000",0,100,L,2023.809524,kjw
1023,"8,000",0.25,100,S,2166.666667,kjw
1023,"8,000",0.5,100,S,2357.142857,kjw
1023,"12,000",0.75,100,S,2547.619048,kjw
1023,"16,000",1,100,S,2833.333333,kjw
1023,"18,000",1.25,100,S,3214.285714,kjw
1023,"6,000",0.5,100,S,3642.857143,kjw
1023,"18,000",1.5,100,S,3785.714286,kjw
1023,"6,000",0.5,100,S,4214.285714,kjw
1023,"18,000",1.75,100,S,4357.142857,kjw
1023,"6,000",0.5,100,S,4785.714286,kjw
1023,"18,000",2,100,S,4928.571429,kjw
1023,"6,000",0.5,100,S,5357.142857,kjw
1023,"10,000",0.5,100,D,5500,kjw
1023,"12,000",1,100,D,5738.095238,kjw
1023,"12,000",1.5,100,D,6023.809524,kjw
1023,"12,500",2,100,D,6309.52381,kjw
1023,"13,830",0,100,L,6607.142857,kjw
1023,0.00,0,0,L,6936.428571,kjw
1024,"1,000",0,15,L,0,kjw
1024,"1,500",0,15,L,23.80952381,kjw
1024,"4,000",0,100,L,59.52380952,kjw
1024,"1,500",0,100,L,154.7619048,kjw
1024,"24,000",0,100,L,190.4761905,kjw
